name         x-coord y-coord       conc.    dry dep.    wet dep.    tot.dep.       conc.       conc.
                                     NOx         NOy         NOy         NOy    NO3+HNO3         NO3
                   m       m  ug/m3 NO2    mol/ha/y    mol/ha/y    mol/ha/y        ug/m3       ug/m3
169            18544  387630  0.6456E-02  0.4389E-01  0.1703E-01  0.6092E-01  0.1051E-02  0.6723E-03
159            15584  383578  0.5854E-02  0.4091E-01  0.1654E-01  0.5745E-01  0.1026E-02  0.6673E-03
169            17869  382823  0.6802E-02  0.4493E-01  0.1729E-01  0.6221E-01  0.1069E-02  0.6999E-03
169            17475  379724  0.6983E-02  0.6162E-01  0.1741E-01  0.7903E-01  0.1088E-02  0.7254E-03
188            15028  377977  0.5995E-02  0.7029E-01  0.1695E-01  0.8724E-01  0.1068E-02  0.7469E-03
190            22365  834942  0.5727E-03  0.7022E-02  0.8997E-02  0.1602E-01  0.2025E-03  0.4050E-04
190            22007  830387  0.5818E-03  0.7128E-02  0.9033E-02  0.1616E-01  0.2050E-03  0.4100E-04
190            22007  825387  0.5955E-03  0.7336E-02  0.9110E-02  0.1645E-01  0.2108E-03  0.4217E-04
190            22007  820387  0.6084E-03  0.7477E-02  0.9206E-02  0.1668E-01  0.2141E-03  0.4282E-04
190            22007  815387  0.6207E-03  0.7672E-02  0.9235E-02  0.1691E-01  0.2196E-03  0.4392E-04
190            22007  810387  0.6339E-03  0.7819E-02  0.9335E-02  0.1715E-01  0.2231E-03  0.4461E-04
190            22007  805387  0.6485E-03  0.8037E-02  0.9389E-02  0.1743E-01  0.2291E-03  0.4582E-04
190            22007  800387  0.6894E-03  0.7935E-02  0.1003E-01  0.1797E-01  0.2119E-03  0.4237E-04
190            22007  795387  0.7052E-03  0.8100E-02  0.1016E-01  0.1826E-01  0.2153E-03  0.4306E-04
190            22007  790387  0.7311E-03  0.8662E-02  0.1103E-01  0.1969E-01  0.2307E-03  0.4613E-04
190            22007  785387  0.7477E-03  0.8880E-02  0.1106E-01  0.1993E-01  0.2363E-03  0.4726E-04
190            22007  780387  0.7531E-03  0.8559E-02  0.1052E-01  0.1908E-01  0.2278E-03  0.4556E-04
190            22007  775387  0.7702E-03  0.8782E-02  0.1054E-01  0.1932E-01  0.2336E-03  0.4671E-04
190            22007  770387  0.7864E-03  0.9006E-02  0.1051E-01  0.1952E-01  0.2388E-03  0.4775E-04
190            22007  765387  0.8039E-03  0.9173E-02  0.1065E-01  0.1982E-01  0.2422E-03  0.4843E-04
190            22007  760387  0.8225E-03  0.9412E-02  0.1065E-01  0.2006E-01  0.2483E-03  0.4966E-04
190            21473  755873  0.8354E-03  0.9648E-02  0.1056E-01  0.2021E-01  0.2538E-03  0.5076E-04
190            20530  752740  0.8433E-03  0.9762E-02  0.1060E-01  0.2036E-01  0.2562E-03  0.5124E-04
191            19809  700455  0.1064E-02  0.1357E-01  0.1009E-01  0.2366E-01  0.3433E-03  0.6865E-04
191            19696  695445  0.1100E-02  0.1403E-01  0.1024E-01  0.2428E-01  0.3533E-03  0.7067E-04
191            19583  690434  0.1137E-02  0.1455E-01  0.1040E-01  0.2495E-01  0.3650E-03  0.7300E-04
191            19470  685422  0.1176E-02  0.1507E-01  0.1056E-01  0.2563E-01  0.3770E-03  0.7540E-04
191            19357  680408  0.1215E-02  0.1559E-01  0.1073E-01  0.2632E-01  0.3888E-03  0.7775E-04
191            19271  675398  0.1256E-02  0.1610E-01  0.1088E-01  0.2698E-01  0.4006E-03  0.8013E-04
191            19186  670392  0.1314E-02  0.1471E-01  0.1131E-01  0.2602E-01  0.4336E-03  0.8672E-04
162            23263  414250  0.4955E-02  0.3998E-01  0.1647E-01  0.5645E-01  0.1003E-02  0.5376E-03
162            22028  410359  0.4980E-02  0.3970E-01  0.1630E-01  0.5600E-01  0.9974E-03  0.5497E-03
162            22007  405387  0.5219E-02  0.4036E-01  0.1644E-01  0.5680E-01  0.1008E-02  0.5810E-03
105            24197  399263  0.8030E-02  0.9599E-01  0.1690E-01  0.1129E+00  0.1089E-02  0.6955E-03
