name         x-coord y-coord       conc.    dry dep.    wet dep.    tot.dep.       conc.       conc.
                                     NOx         NOy         NOy         NOy    NO3+HNO3         NO3
                   m       m  ug/m3 NO2    mol/ha/y    mol/ha/y    mol/ha/y        ug/m3       ug/m3
162            18195  407429  0.1468E+00  0.1241E+01  0.6051E+00  0.1846E+01  0.3407E-01  0.1881E-01
162            17677  402887  0.1429E+00  0.1212E+01  0.5972E+00  0.1809E+01  0.3374E-01  0.1927E-01
162            17675  397888  0.1396E+00  0.1185E+01  0.5972E+00  0.1782E+01  0.3363E-01  0.2008E-01
159            17107  392827  0.1345E+00  0.1144E+01  0.5933E+00  0.1737E+01  0.3318E-01  0.2061E-01
162            17677  395108  0.1379E+00  0.1169E+01  0.5952E+00  0.1764E+01  0.3341E-01  0.2029E-01
169            19331  392307  0.1381E+00  0.1162E+01  0.6018E+00  0.1764E+01  0.3366E-01  0.2119E-01
159            16397  388266  0.1297E+00  0.1111E+01  0.5875E+00  0.1699E+01  0.3275E-01  0.2066E-01
169            18544  387630  0.1327E+00  0.1126E+01  0.5952E+00  0.1721E+01  0.3319E-01  0.2123E-01
159            15584  383578  0.1253E+00  0.1076E+01  0.5822E+00  0.1658E+01  0.3236E-01  0.2104E-01
169            17869  382823  0.1281E+00  0.1089E+01  0.5884E+00  0.1677E+01  0.3264E-01  0.2137E-01
169            17475  379724  0.1285E+00  0.1565E+01  0.5851E+00  0.2150E+01  0.3247E-01  0.2165E-01
188            15028  377977  0.1270E+00  0.2038E+01  0.5713E+00  0.2609E+01  0.3326E-01  0.2325E-01
190            22365  834942  0.1441E-01  0.1553E+00  0.2550E+00  0.4103E+00  0.4378E-02  0.8756E-03
190            22007  830387  0.1467E-01  0.1580E+00  0.2571E+00  0.4150E+00  0.4438E-02  0.8876E-03
190            22007  825387  0.1492E-01  0.1599E+00  0.2589E+00  0.4189E+00  0.4464E-02  0.8927E-03
190            22007  820387  0.1529E-01  0.1633E+00  0.2628E+00  0.4261E+00  0.4535E-02  0.9070E-03
190            22007  815387  0.1566E-01  0.1670E+00  0.2666E+00  0.4336E+00  0.4624E-02  0.9248E-03
190            22007  810387  0.1599E-01  0.1703E+00  0.2696E+00  0.4398E+00  0.4697E-02  0.9394E-03
190            22007  805387  0.1636E-01  0.1728E+00  0.2725E+00  0.4453E+00  0.4729E-02  0.9458E-03
190            22007  800387  0.1672E-01  0.1746E+00  0.2746E+00  0.4492E+00  0.4727E-02  0.9454E-03
190            22007  795387  0.1716E-01  0.1786E+00  0.2790E+00  0.4577E+00  0.4813E-02  0.9626E-03
190            22007  790387  0.1772E-01  0.1816E+00  0.2886E+00  0.4702E+00  0.4894E-02  0.9788E-03
190            22007  785387  0.1814E-01  0.1865E+00  0.2903E+00  0.4768E+00  0.4995E-02  0.9990E-03
190            22007  780387  0.1871E-01  0.1965E+00  0.2905E+00  0.4870E+00  0.5260E-02  0.1052E-02
190            22007  775387  0.1913E-01  0.2000E+00  0.2948E+00  0.4948E+00  0.5369E-02  0.1074E-02
190            22007  770387  0.1952E-01  0.2034E+00  0.2987E+00  0.5022E+00  0.5479E-02  0.1096E-02
190            22007  765387  0.1982E-01  0.2041E+00  0.2992E+00  0.5033E+00  0.5458E-02  0.1092E-02
190            22007  760387  0.2014E-01  0.2071E+00  0.3011E+00  0.5082E+00  0.5539E-02  0.1108E-02
190            21473  755873  0.2051E-01  0.2110E+00  0.3044E+00  0.5154E+00  0.5652E-02  0.1130E-02
190            20530  752740  0.2056E-01  0.2119E+00  0.3025E+00  0.5143E+00  0.5681E-02  0.1136E-02
191            19809  700455  0.2680E-01  0.2824E+00  0.3316E+00  0.6140E+00  0.7185E-02  0.1437E-02
191            19696  695445  0.2757E-01  0.2913E+00  0.3352E+00  0.6264E+00  0.7359E-02  0.1472E-02
191            19583  690434  0.2819E-01  0.3002E+00  0.3386E+00  0.6387E+00  0.7553E-02  0.1511E-02
191            19470  685422  0.2885E-01  0.3083E+00  0.3396E+00  0.6479E+00  0.7693E-02  0.1539E-02
191            19357  680408  0.2970E-01  0.3181E+00  0.3441E+00  0.6621E+00  0.7862E-02  0.1572E-02
191            19271  675398  0.3034E-01  0.3259E+00  0.3454E+00  0.6712E+00  0.8019E-02  0.1604E-02
191            19186  670392  0.3132E-01  0.3013E+00  0.3491E+00  0.6504E+00  0.8218E-02  0.1644E-02
162            23263  414250  0.1633E+00  0.1348E+01  0.6389E+00  0.1987E+01  0.3597E-01  0.1928E-01
162            22028  410359  0.1572E+00  0.1304E+01  0.6257E+00  0.1930E+01  0.3520E-01  0.1940E-01
162            22007  405387  0.1535E+00  0.1274E+01  0.6197E+00  0.1893E+01  0.3491E-01  0.2011E-01
105            24197  399263  0.1634E+00  0.2508E+01  0.6221E+00  0.3130E+01  0.3631E-01  0.2319E-01
